SIMPLE                                 ,                 CamilaS-coder,                       Glaubel,                     KauaDev20,                   Lazzure-ufc,                    Lucas-Olii,                   Luismbelo79,                      Luiszszz,              Matheus-Mendes72,                        Nayyra,                   Nycolas6002,            PedroHenriqueVidal,                    SuRaquel05,                VicenteSilva05,                ViniDuarte1111,                       ceci097,                   devjoaoluis,                 felipeufc2025,                  joseluis1100,                    pepe123uyt,                       ryanlbb,                ryanlbpimentel,                  spacercoding,                     tiago-ufc,                       v1n1-03,                    wenfurnas1,                       yuri865,                         zBcxz
+:4:eribelton                          ,000% 00how 002m 002/002ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 011m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,000% 00how 002m 000/000ex 000%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 000m 000/000ex 000%,                           ---
+:4:disfarce                           ,100% 44how 076m 015/011ex 082%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 44how 080m 049/026ex 082%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 026m 002/001ex 096%,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,100% 24how 118m 016/015ex 082%,                           ---
+:4:chefe                              ,050% 44how 146m 051/047ex 012%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 101m 044/033ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,100% 24how 069m 015/013ex 082%,                           ---
+:4:identificando                      ,100% 44how 049m 007/007ex 082%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,100% 24how 028m 002/002ex 082%,                           ---
+:4:calipso                            ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,100% 24how 065m 007/007ex 082%,                           ---
+:4:krueguer                           ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 003m 004/002ex 000%,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,100% 14how 034m 006/006ex 082%,                           ---
+:4:antimateria                        ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---
+:4:word                               ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---
+:4:espacos                            ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 002m 002/001ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---
*:4:datilografar                       ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---
*:4:bubula                             ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---
=:1:missão-structs=====================,                           003,                           000,                           000,                           000,                           000,                           000,                           000,                           000,                           079,                           000,                           000,                           000,                           000,                           000,                           000,                           000,                           000,                           021,                           027,                           021,                           000,                           068,                           000,                           000,                           000,                           018,                           000
*:3:fatores_type                       ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 44how 035m 006/004ex 082%,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,000% 00how 004m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 001/001ex 000%,                           ---,000% 00how 005m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---
+:4:pedra_type                         ,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 44how 215m 076/059ex 082%,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 018m 009/005ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---
